V               2006.10437898660        164.875        5995.07        27.3308       0.464117      0.0172379        30.8076       0.406791        1.00000        1.12721      0.0132042
V               2006.11539779496        220.014        6056.75        28.1237       0.406654      0.0173721        31.1065       0.353535        1.00000        1.10606      0.0113653
V               2006.12088015422        230.830        6035.42        27.8588       0.395902      0.0171616        31.1546       0.345292        1.00000        1.11831      0.0110832
V               2006.12996795321        244.989        47291.7        26.5901       0.376390      0.0172192        30.5370       0.332549        1.00000        1.14843      0.0108900
V               2006.13710774319        147.046        11839.4        27.9723       0.499028      0.0171196        31.6763       0.435438        1.00000        1.13242      0.0137465
V               2006.13975299117        79.2669        5731.02        28.2424       0.679455      0.0174302        31.2677       0.590233        1.00000        1.10712      0.0188768
V               2006.14855584709        130.986        17411.0        27.7797       0.524826      0.0175119        31.0627       0.458001        1.00000        1.11818      0.0147444
V               2006.15423873106        126.034        17410.3        27.9954       0.535611      0.0176078        30.8965       0.465972        1.00000        1.10363      0.0150817
V               2006.16048111315        190.045        17990.6        26.8261       0.428417      0.0176269        30.4433       0.377273        1.00000        1.13484      0.0123927
V               2006.16570010181        109.540        11639.4        27.1006       0.565787      0.0176891        30.3592       0.496421        1.00000        1.12024      0.0163516
V               2006.17423193839        165.831        5969.43        27.8622       0.468275      0.0178313        31.3505       0.408659        1.00000        1.12520      0.0130352
V               2006.19287451622        252.275        11661.5        26.8090       0.370177      0.0184089        29.8805       0.325314        1.00000        1.11457      0.0108872
V               2006.20768911596        270.952        11671.9        28.0695       0.366482      0.0179495        31.1179       0.318811        1.00000        1.10860      0.0102453
V               2006.23354064240        313.723        318.763        26.5941       0.333181      0.0175380        30.6812       0.294513        1.00000        1.15368     0.00959913
V               2006.23841842997        324.354        5995.16        27.9715       0.336193      0.0181139        31.6246       0.293287        1.00000        1.13060     0.00927401
